Age,Gender,Item_Purchased,Category,Season,Payment_Method,Shipping_Type
66,Male,Socks,Clothing,Spring,Credit Card,Standard
29,Male,Shirt,Clothing,Winter,Debit Card,Store Pickup
56,Male,Shorts,Clothing,Spring,Cash,Express
21,Male,Belt,Accessories,Fall,Debit Card,Next Day Air
32,Male,Sweater,Clothing,Summer,PayPal,Store Pickup
54,Male,Coat,Outerwear,Fall,PayPal,Standard
61,Male,Shorts,Clothing,Fall,Venmo,Standard
31,Male,Shoes,Footwear,Summer,Bank Transfer,2-Day Shipping
27,Male,Sneakers,Footwear,Spring,PayPal,Free Shipping
64,Male,Sneakers,Footwear,Fall,Credit Card,Store Pickup
60,Male,Pants,Clothing,Fall,Cash,2-Day Shipping
70,Male,Jewelry,Accessories,Summer,Credit Card,Store Pickup
36,Male,T-shirt,Clothing,Fall,Cash,Free Shipping
56,Male,Jewelry,Accessories,Spring,Cash,Express
69,Male,Jacket,Outerwear,Fall,Debit Card,Store Pickup
39,Male,Backpack,Accessories,Winter,Credit Card,Next Day Air
38,Male,Belt,Accessories,Winter,Debit Card,Next Day Air
36,Male,Scarf,Accessories,Summer,Credit Card,Free Shipping
46,Male,Sweater,Clothing,Fall,Bank Transfer,Express
59,Male,Gloves,Accessories,Fall,Cash,Free Shipping
64,Male,Scarf,Accessories,Fall,Bank Transfer,Free Shipping
49,Male,Dress,Clothing,Spring,Venmo,Next Day Air
32,Male,Jeans,Clothing,Summer,Debit Card,Next Day Air
29,Male,Sunglasses,Accessories,Fall,Credit Card,Free Shipping
24,Male,Coat,Outerwear,Spring,Credit Card,Standard
41,Male,Jeans,Clothing,Summer,Cash,Free Shipping
41,Male,Scarf,Accessories,Fall,Credit Card,Store Pickup
32,Male,Blouse,Clothing,Summer,Bank Transfer,Standard
69,Male,Jeans,Clothing,Fall,Cash,Free Shipping
65,Male,Dress,Clothing,Summer,Credit Card,2-Day Shipping
54,Male,Hat,Accessories,Summer,Credit Card,Standard
39,Male,Sandals,Footwear,Spring,Cash,Standard
37,Male,Jacket,Outerwear,Spring,Cash,Free Shipping
51,Male,Socks,Clothing,Winter,Debit Card,Free Shipping
26,Male,Jeans,Clothing,Fall,PayPal,Next Day Air
42,Male,Sandals,Footwear,Fall,Bank Transfer,Next Day Air
21,Male,Dress,Clothing,Spring,Venmo,Store Pickup
53,Male,Socks,Clothing,Spring,Bank Transfer,Standard
36,Male,Hoodie,Clothing,Fall,Credit Card,Store Pickup
21,Male,Dress,Clothing,Summer,Debit Card,Free Shipping
33,Male,Sneakers,Footwear,Winter,Credit Card,Next Day Air
49,Male,T-shirt,Clothing,Summer,Credit Card,2-Day Shipping
31,Male,T-shirt,Clothing,Summer,Debit Card,Express
68,Male,Sweater,Clothing,Spring,PayPal,Free Shipping
49,Male,Shirt,Clothing,Winter,Cash,Next Day Air
23,Male,Hat,Accessories,Spring,PayPal,Store Pickup
30,Male,Pants,Clothing,Summer,PayPal,Store Pickup
53,Male,Shoes,Footwear,Spring,Bank Transfer,Free Shipping
65,Male,Gloves,Accessories,Spring,Credit Card,Free Shipping
60,Male,Jewelry,Accessories,Fall,Cash,Standard
46,Male,Pants,Clothing,Winter,PayPal,Standard
54,Male,Hoodie,Clothing,Winter,Debit Card,Express
59,Male,Jewelry,Accessories,Fall,Cash,Free Shipping
52,Male,Socks,Clothing,Spring,Cash,Store Pickup
41,Male,Sunglasses,Accessories,Spring,Credit Card,Free Shipping
43,Male,Belt,Accessories,Fall,Credit Card,2-Day Shipping
63,Male,Dress,Clothing,Spring,Credit Card,Store Pickup
37,Male,Shirt,Clothing,Winter,Credit Card,Standard
44,Male,Scarf,Accessories,Winter,Credit Card,Store Pickup
67,Male,Jacket,Outerwear,Summer,PayPal,Express
27,Male,Dress,Clothing,Summer,Bank Transfer,Free Shipping
60,Male,Socks,Clothing,Fall,Bank Transfer,2-Day Shipping
58,Male,Jewelry,Accessories,Spring,Debit Card,Store Pickup
53,Male,Scarf,Accessories,Fall,Venmo,Next Day Air
43,Male,Backpack,Accessories,Winter,Credit Card,2-Day Shipping
32,Male,Jacket,Outerwear,Fall,PayPal,Express
54,Male,Coat,Outerwear,Spring,Cash,Express
47,Male,Skirt,Clothing,Fall,Venmo,Next Day Air
57,Male,Coat,Outerwear,Fall,Credit Card,Store Pickup
63,Male,Shoes,Footwear,Winter,PayPal,Express
70,Male,Boots,Footwear,Spring,Credit Card,2-Day Shipping
62,Male,Coat,Outerwear,Fall,PayPal,2-Day Shipping
40,Male,Skirt,Clothing,Fall,Credit Card,Store Pickup
25,Male,Backpack,Accessories,Summer,Debit Card,Free Shipping
19,Male,Shorts,Clothing,Fall,Credit Card,Express
25,Male,Skirt,Clothing,Fall,PayPal,2-Day Shipping
21,Male,Hat,Accessories,Summer,PayPal,Standard
55,Male,Sandals,Footwear,Winter,Venmo,Standard
34,Male,Sunglasses,Accessories,Winter,Credit Card,Next Day Air
47,Male,Sunglasses,Accessories,Summer,Bank Transfer,Standard
27,Male,Socks,Clothing,Winter,Bank Transfer,2-Day Shipping
67,Male,Sweater,Clothing,Fall,Venmo,Next Day Air
40,Male,Boots,Footwear,Winter,Credit Card,Free Shipping
53,Male,Handbag,Accessories,Fall,Cash,Standard
24,Male,Dress,Clothing,Winter,Credit Card,2-Day Shipping
47,Male,Hat,Accessories,Winter,Venmo,Next Day Air
53,Male,Sandals,Footwear,Fall,Debit Card,Next Day Air
47,Male,Shoes,Footwear,Winter,Cash,Free Shipping
38,Male,Skirt,Clothing,Winter,Debit Card,Standard
48,Male,Sunglasses,Accessories,Summer,Debit Card,Standard
47,Male,Skirt,Clothing,Fall,PayPal,Standard
19,Male,T-shirt,Clothing,Winter,PayPal,2-Day Shipping
38,Male,Sandals,Footwear,Winter,Bank Transfer,Standard
57,Male,Shirt,Clothing,Spring,PayPal,2-Day Shipping
70,Male,Jeans,Clothing,Fall,Venmo,2-Day Shipping
38,Male,Shorts,Clothing,Summer,Bank Transfer,Next Day Air
35,Male,Shirt,Clothing,Fall,Credit Card,Free Shipping
46,Male,Scarf,Accessories,Spring,Debit Card,Store Pickup
32,Male,Handbag,Accessories,Fall,Debit Card,Store Pickup
38,Male,Skirt,Clothing,Winter,PayPal,Next Day Air
41,Male,Handbag,Accessories,Winter,Debit Card,Next Day Air
19,Male,Gloves,Accessories,Spring,Credit Card,Standard
18,Male,Shirt,Clothing,Fall,PayPal,Free Shipping
45,Male,Blouse,Clothing,Winter,Bank Transfer,Express
23,Male,Dress,Clothing,Summer,Credit Card,Express
60,Male,Shorts,Clothing,Summer,Credit Card,Free Shipping
52,Male,Shoes,Footwear,Spring,Bank Transfer,Express
42,Male,Sandals,Footwear,Winter,Venmo,Next Day Air
29,Male,Pants,Clothing,Summer,Bank Transfer,Express
31,Male,Jacket,Outerwear,Spring,Venmo,Express
30,Male,Skirt,Clothing,Winter,Venmo,Standard
23,Male,Handbag,Accessories,Spring,Bank Transfer,Next Day Air
31,Male,Coat,Outerwear,Fall,PayPal,Next Day Air
40,Male,Sweater,Clothing,Fall,PayPal,Next Day Air
39,Male,Shorts,Clothing,Summer,Credit Card,Store Pickup
28,Male,Skirt,Clothing,Fall,Bank Transfer,Store Pickup
23,Male,Gloves,Accessories,Summer,Cash,2-Day Shipping
42,Male,Backpack,Accessories,Spring,Cash,Store Pickup
68,Male,Dress,Clothing,Spring,Bank Transfer,Free Shipping
24,Male,Belt,Accessories,Winter,Venmo,2-Day Shipping
24,Male,Gloves,Accessories,Winter,Bank Transfer,Express
21,Male,Jewelry,Accessories,Summer,Debit Card,Standard
49,Male,Socks,Clothing,Fall,Credit Card,Next Day Air
41,Male,Coat,Outerwear,Summer,Debit Card,Store Pickup
22,Male,Handbag,Accessories,Fall,Venmo,Free Shipping
42,Male,Blouse,Clothing,Winter,Cash,Store Pickup
30,Male,Shorts,Clothing,Spring,PayPal,Store Pickup
38,Male,Shoes,Footwear,Spring,PayPal,Free Shipping
40,Male,Shorts,Clothing,Winter,Venmo,Express
55,Male,Sandals,Footwear,Winter,Bank Transfer,Next Day Air
37,Male,Blouse,Clothing,Spring,Venmo,Free Shipping
41,Male,Coat,Outerwear,Winter,PayPal,Next Day Air
38,Male,Blouse,Clothing,Fall,PayPal,Express
42,Male,Belt,Accessories,Spring,Debit Card,Express
26,Male,Blouse,Clothing,Summer,Venmo,Next Day Air
41,Male,Scarf,Accessories,Winter,Bank Transfer,Next Day Air
27,Male,Shirt,Clothing,Spring,Bank Transfer,Express
61,Male,Socks,Clothing,Summer,Debit Card,Standard
58,Male,Jeans,Clothing,Fall,Credit Card,Next Day Air
25,Male,Dress,Clothing,Spring,Venmo,Next Day Air
33,Male,Boots,Footwear,Summer,PayPal,2-Day Shipping
57,Male,Scarf,Accessories,Summer,Cash,Free Shipping
39,Male,Scarf,Accessories,Summer,Bank Transfer,Store Pickup
60,Male,Gloves,Accessories,Summer,PayPal,Next Day Air
39,Male,Pants,Clothing,Spring,Bank Transfer,2-Day Shipping
42,Male,Dress,Clothing,Summer,PayPal,Next Day Air
53,Male,Dress,Clothing,Winter,Venmo,Free Shipping
20,Male,Jeans,Clothing,Winter,Venmo,2-Day Shipping
46,Male,Sweater,Clothing,Fall,PayPal,Express
46,Male,Sandals,Footwear,Spring,PayPal,Store Pickup
69,Male,Handbag,Accessories,Fall,Debit Card,Next Day Air
28,Male,Scarf,Accessories,Summer,Debit Card,2-Day Shipping
42,Male,Sandals,Footwear,Summer,Credit Card,2-Day Shipping
30,Male,Sunglasses,Accessories,Summer,Venmo,Store Pickup
50,Male,Sweater,Clothing,Winter,PayPal,Free Shipping
59,Male,Pants,Clothing,Winter,PayPal,Next Day Air
54,Male,Hat,Accessories,Fall,Credit Card,Express
50,Male,Belt,Accessories,Fall,Cash,Standard
25,Male,Sandals,Footwear,Winter,Debit Card,Express
41,Male,Pants,Clothing,Winter,Credit Card,Store Pickup
35,Male,Jewelry,Accessories,Fall,Bank Transfer,Store Pickup
67,Male,Sunglasses,Accessories,Winter,Cash,Store Pickup
33,Male,Blouse,Clothing,Fall,PayPal,Store Pickup
19,Male,Belt,Accessories,Fall,Cash,Store Pickup
25,Male,Shorts,Clothing,Fall,Debit Card,Free Shipping
32,Male,Pants,Clothing,Summer,PayPal,Store Pickup
30,Male,Sandals,Footwear,Fall,Credit Card,Next Day Air
18,Male,Gloves,Accessories,Winter,Credit Card,Standard
38,Male,Belt,Accessories,Spring,Credit Card,Free Shipping
22,Male,Shirt,Clothing,Spring,Credit Card,Store Pickup
40,Male,Scarf,Accessories,Summer,Venmo,Next Day Air
54,Male,Gloves,Accessories,Fall,Debit Card,Free Shipping
70,Male,Pants,Clothing,Fall,Bank Transfer,Express
52,Male,Sneakers,Footwear,Spring,Debit Card,Express
34,Male,Jacket,Outerwear,Fall,Cash,Store Pickup
65,Male,Shoes,Footwear,Spring,Bank Transfer,Store Pickup
38,Male,Blouse,Clothing,Summer,Credit Card,Express
35,Male,Boots,Footwear,Winter,Cash,Express
40,Male,Socks,Clothing,Spring,Credit Card,2-Day Shipping
23,Male,T-shirt,Clothing,Winter,Venmo,Standard
45,Male,Sandals,Footwear,Summer,Bank Transfer,Next Day Air
40,Male,Sneakers,Footwear,Winter,Credit Card,Standard
42,Male,Jewelry,Accessories,Summer,Bank Transfer,2-Day Shipping
57,Male,Sandals,Footwear,Winter,Credit Card,Next Day Air
18,Male,Jacket,Outerwear,Summer,Bank Transfer,Free Shipping
18,Male,Skirt,Clothing,Spring,PayPal,Next Day Air
56,Male,Shirt,Clothing,Winter,Cash,2-Day Shipping
35,Male,Shorts,Clothing,Summer,Credit Card,2-Day Shipping
49,Male,Socks,Clothing,Fall,Venmo,Free Shipping
49,Male,Jacket,Outerwear,Fall,Cash,Store Pickup
34,Male,Jewelry,Accessories,Summer,PayPal,Next Day Air
63,Male,T-shirt,Clothing,Winter,Cash,Free Shipping
42,Male,Gloves,Accessories,Spring,Bank Transfer,Next Day Air
41,Male,Shoes,Footwear,Summer,Venmo,Store Pickup
26,Male,Shoes,Footwear,Fall,PayPal,Free Shipping
48,Male,Shoes,Footwear,Summer,Venmo,Express
62,Male,Hoodie,Clothing,Spring,Credit Card,Store Pickup
24,Male,Belt,Accessories,Winter,Venmo,Store Pickup
48,Male,Coat,Outerwear,Spring,Venmo,Store Pickup
31,Male,Blouse,Clothing,Fall,Debit Card,Standard
41,Male,Skirt,Clothing,Fall,PayPal,Standard
24,Male,T-shirt,Clothing,Winter,Bank Transfer,Store Pickup
60,Male,Jeans,Clothing,Spring,Venmo,Free Shipping
38,Male,Scarf,Accessories,Fall,Venmo,Express
58,Male,Backpack,Accessories,Spring,Cash,Standard
53,Male,Backpack,Accessories,Winter,Venmo,2-Day Shipping
44,Male,Scarf,Accessories,Winter,PayPal,Store Pickup
51,Male,Hat,Accessories,Summer,Bank Transfer,2-Day Shipping
36,Male,Coat,Outerwear,Fall,Bank Transfer,Store Pickup
20,Male,Dress,Clothing,Fall,Bank Transfer,Store Pickup
32,Male,Gloves,Accessories,Spring,Venmo,Express
66,Male,Sweater,Clothing,Spring,Credit Card,2-Day Shipping
49,Male,Skirt,Clothing,Fall,Credit Card,Store Pickup
27,Male,Blouse,Clothing,Spring,Debit Card,Express
29,Male,Dress,Clothing,Summer,Cash,Free Shipping
29,Male,Jacket,Outerwear,Spring,Venmo,Standard
55,Male,Coat,Outerwear,Winter,Credit Card,Express
57,Male,Dress,Clothing,Spring,Cash,Next Day Air
29,Male,Shorts,Clothing,Winter,PayPal,Standard
31,Male,Jeans,Clothing,Summer,Bank Transfer,2-Day Shipping
25,Male,Hat,Accessories,Summer,Bank Transfer,Next Day Air
61,Male,Gloves,Accessories,Fall,Cash,Store Pickup
53,Male,Sneakers,Footwear,Spring,Bank Transfer,Free Shipping
22,Male,Shoes,Footwear,Summer,Bank Transfer,Standard
28,Male,Hoodie,Clothing,Summer,Bank Transfer,Store Pickup
18,Male,Sneakers,Footwear,Fall,Debit Card,2-Day Shipping
44,Male,Handbag,Accessories,Winter,Cash,Free Shipping
32,Male,Blouse,Clothing,Fall,Cash,Express
34,Male,Belt,Accessories,Summer,Cash,2-Day Shipping
67,Male,Socks,Clothing,Spring,PayPal,Store Pickup
66,Male,Blouse,Clothing,Summer,PayPal,Store Pickup
28,Male,Jewelry,Accessories,Fall,Credit Card,Next Day Air
70,Male,Shorts,Clothing,Fall,PayPal,Free Shipping
37,Male,Boots,Footwear,Winter,Venmo,Standard
28,Male,Coat,Outerwear,Spring,PayPal,2-Day Shipping
43,Male,T-shirt,Clothing,Spring,Debit Card,Next Day Air
37,Male,Sweater,Clothing,Fall,PayPal,Express
54,Male,Sunglasses,Accessories,Winter,Venmo,Express
50,Male,Hat,Accessories,Spring,Credit Card,2-Day Shipping
46,Male,Gloves,Accessories,Fall,PayPal,Next Day Air
60,Male,Socks,Clothing,Summer,PayPal,Standard
40,Male,Handbag,Accessories,Spring,PayPal,2-Day Shipping
64,Male,Coat,Outerwear,Summer,Debit Card,Store Pickup
18,Male,Coat,Outerwear,Summer,Venmo,2-Day Shipping
37,Male,Pants,Clothing,Winter,Debit Card,Next Day Air
36,Male,Belt,Accessories,Summer,Cash,Store Pickup
51,Male,Sunglasses,Accessories,Spring,Bank Transfer,2-Day Shipping
26,Male,Hoodie,Clothing,Winter,Bank Transfer,Free Shipping
68,Male,Handbag,Accessories,Summer,Cash,Free Shipping
27,Male,Gloves,Accessories,Winter,Cash,Standard
28,Male,Skirt,Clothing,Fall,Bank Transfer,Next Day Air
49,Male,Sunglasses,Accessories,Winter,Bank Transfer,2-Day Shipping
70,Male,Dress,Clothing,Fall,Cash,2-Day Shipping
30,Male,Gloves,Accessories,Spring,Credit Card,Standard
27,Male,Sneakers,Footwear,Spring,PayPal,2-Day Shipping
19,Male,T-shirt,Clothing,Summer,PayPal,Free Shipping
64,Male,Dress,Clothing,Summer,Venmo,Next Day Air
42,Male,Handbag,Accessories,Winter,Venmo,Express
69,Male,Socks,Clothing,Winter,Cash,2-Day Shipping
28,Male,Sneakers,Footwear,Winter,Credit Card,Standard
47,Male,Jacket,Outerwear,Summer,Debit Card,Next Day Air
69,Male,Hoodie,Clothing,Spring,PayPal,Store Pickup
56,Male,Sandals,Footwear,Winter,Debit Card,Free Shipping
28,Male,Shoes,Footwear,Spring,Credit Card,Free Shipping
50,Male,Sandals,Footwear,Winter,PayPal,Next Day Air
39,Male,Coat,Outerwear,Spring,Cash,Store Pickup
35,Male,Gloves,Accessories,Winter,Bank Transfer,Express
59,Male,Coat,Outerwear,Winter,Debit Card,Free Shipping
44,Male,Boots,Footwear,Summer,Debit Card,2-Day Shipping
66,Male,Skirt,Clothing,Winter,Cash,Standard
20,Male,Skirt,Clothing,Winter,Credit Card,2-Day Shipping
45,Male,Pants,Clothing,Fall,Credit Card,Express
49,Male,Hat,Accessories,Spring,Venmo,Free Shipping
60,Male,Backpack,Accessories,Summer,Venmo,Store Pickup
61,Male,Scarf,Accessories,Spring,Credit Card,2-Day Shipping
36,Male,Scarf,Accessories,Fall,Credit Card,Store Pickup
33,Male,Shirt,Clothing,Spring,Cash,Next Day Air
49,Male,Boots,Footwear,Summer,Credit Card,Standard
31,Male,Coat,Outerwear,Summer,Venmo,Store Pickup
19,Male,Belt,Accessories,Winter,Cash,Free Shipping
39,Male,Boots,Footwear,Fall,PayPal,Store Pickup
66,Male,Sneakers,Footwear,Fall,PayPal,Express
25,Male,Shirt,Clothing,Spring,Cash,Next Day Air
63,Male,Blouse,Clothing,Summer,Venmo,Standard
56,Male,Jacket,Outerwear,Summer,Cash,Express
20,Male,Skirt,Clothing,Fall,Credit Card,Standard
58,Male,Socks,Clothing,Summer,Venmo,2-Day Shipping
34,Male,Sandals,Footwear,Fall,Credit Card,Express
28,Male,T-shirt,Clothing,Winter,Bank Transfer,Express
22,Male,Jacket,Outerwear,Winter,Bank Transfer,Standard
37,Male,Belt,Accessories,Fall,Credit Card,Express
54,Male,Shoes,Footwear,Spring,PayPal,Next Day Air
65,Male,Blouse,Clothing,Fall,Venmo,Standard
57,Male,Shoes,Footwear,Winter,Bank Transfer,Free Shipping
38,Male,Sweater,Clothing,Fall,Credit Card,Store Pickup
70,Male,Boots,Footwear,Fall,Credit Card,Store Pickup
56,Male,Handbag,Accessories,Fall,Credit Card,Standard
56,Male,Blouse,Clothing,Summer,Cash,Next Day Air
22,Male,Skirt,Clothing,Winter,PayPal,Next Day Air
57,Male,Backpack,Accessories,Summer,Bank Transfer,Free Shipping
53,Male,Shirt,Clothing,Fall,Bank Transfer,2-Day Shipping
53,Male,Sweater,Clothing,Spring,Bank Transfer,Standard
19,Male,Scarf,Accessories,Spring,Venmo,2-Day Shipping
49,Male,Handbag,Accessories,Fall,Debit Card,2-Day Shipping
44,Male,Scarf,Accessories,Spring,Cash,2-Day Shipping
27,Male,Jeans,Clothing,Fall,Venmo,Standard
60,Male,Socks,Clothing,Winter,PayPal,Express
62,Male,Sunglasses,Accessories,Winter,Credit Card,Free Shipping
52,Male,Sneakers,Footwear,Winter,Cash,Next Day Air
30,Male,Shoes,Footwear,Winter,PayPal,Express
66,Male,Socks,Clothing,Winter,Bank Transfer,Standard
29,Male,Sunglasses,Accessories,Summer,Credit Card,Standard
24,Male,Sweater,Clothing,Winter,Debit Card,Standard
51,Male,Shoes,Footwear,Spring,Debit Card,Store Pickup
67,Male,Socks,Clothing,Winter,PayPal,Next Day Air
50,Male,Boots,Footwear,Spring,Debit Card,Express
37,Male,Hoodie,Clothing,Spring,Bank Transfer,Express
69,Male,Gloves,Accessories,Winter,Cash,Standard
60,Male,Backpack,Accessories,Fall,PayPal,Next Day Air
21,Male,Gloves,Accessories,Spring,Venmo,Express
44,Male,Blouse,Clothing,Fall,Venmo,Next Day Air
26,Male,Scarf,Accessories,Summer,Debit Card,Store Pickup
40,Male,Hat,Accessories,Spring,Credit Card,2-Day Shipping
41,Male,Scarf,Accessories,Fall,Credit Card,Next Day Air
62,Male,Sandals,Footwear,Summer,Bank Transfer,Free Shipping
39,Male,Sweater,Clothing,Spring,Debit Card,Express
53,Male,Backpack,Accessories,Spring,Cash,2-Day Shipping
24,Male,Blouse,Clothing,Winter,Debit Card,2-Day Shipping
41,Male,Scarf,Accessories,Fall,Venmo,Express
19,Male,Socks,Clothing,Summer,Credit Card,Standard
36,Male,Hat,Accessories,Summer,Credit Card,2-Day Shipping
21,Male,Dress,Clothing,Fall,Credit Card,Store Pickup
25,Male,Coat,Outerwear,Spring,Cash,Store Pickup
65,Male,Shirt,Clothing,Winter,Debit Card,Express
42,Male,Shirt,Clothing,Winter,PayPal,Next Day Air
40,Male,Jeans,Clothing,Spring,Cash,2-Day Shipping
58,Male,Socks,Clothing,Winter,Debit Card,2-Day Shipping
40,Male,Sandals,Footwear,Fall,Cash,2-Day Shipping
62,Male,Blouse,Clothing,Winter,Debit Card,2-Day Shipping
38,Male,Shirt,Clothing,Spring,Credit Card,2-Day Shipping
37,Male,Sunglasses,Accessories,Fall,Bank Transfer,Store Pickup
65,Male,Jacket,Outerwear,Winter,PayPal,Free Shipping
55,Male,Dress,Clothing,Spring,Debit Card,Store Pickup
43,Male,Sunglasses,Accessories,Winter,PayPal,Next Day Air
43,Male,Boots,Footwear,Winter,Cash,Standard
45,Male,Scarf,Accessories,Winter,PayPal,Free Shipping
64,Male,Shorts,Clothing,Fall,Bank Transfer,Standard
28,Male,Shorts,Clothing,Winter,Venmo,2-Day Shipping
69,Male,Jeans,Clothing,Fall,Venmo,Standard
54,Male,Scarf,Accessories,Winter,Venmo,Standard
52,Male,Shorts,Clothing,Summer,Credit Card,Express
23,Male,Sneakers,Footwear,Fall,PayPal,Next Day Air
26,Male,Jewelry,Accessories,Spring,Credit Card,Store Pickup
48,Male,Shoes,Footwear,Summer,Venmo,Free Shipping
49,Male,Hoodie,Clothing,Summer,Debit Card,Free Shipping
53,Male,Jacket,Outerwear,Winter,Debit Card,2-Day Shipping
69,Male,Shorts,Clothing,Fall,Bank Transfer,2-Day Shipping
26,Male,Socks,Clothing,Summer,PayPal,Next Day Air
21,Male,Coat,Outerwear,Fall,Cash,Standard
59,Male,Sandals,Footwear,Summer,Cash,Next Day Air
21,Male,Backpack,Accessories,Fall,Bank Transfer,Standard
22,Male,Pants,Clothing,Fall,Bank Transfer,Next Day Air
26,Male,Sweater,Clothing,Fall,Venmo,Next Day Air
41,Male,Jacket,Outerwear,Winter,PayPal,Free Shipping
37,Male,Sneakers,Footwear,Spring,PayPal,Standard
30,Male,Jewelry,Accessories,Winter,Credit Card,Store Pickup
49,Male,Backpack,Accessories,Summer,PayPal,Free Shipping
49,Male,Jewelry,Accessories,Winter,Debit Card,Next Day Air
58,Male,Shoes,Footwear,Summer,Venmo,2-Day Shipping
70,Male,Jacket,Outerwear,Fall,Venmo,Free Shipping
27,Male,Jacket,Outerwear,Spring,Debit Card,Standard
65,Male,T-shirt,Clothing,Spring,PayPal,Next Day Air
57,Male,Sneakers,Footwear,Summer,PayPal,Standard
20,Male,Jacket,Outerwear,Summer,Cash,Express
34,Male,Hoodie,Clothing,Fall,Cash,Express
59,Male,Jacket,Outerwear,Winter,PayPal,Store Pickup
54,Male,T-shirt,Clothing,Spring,Cash,Standard
36,Male,Gloves,Accessories,Spring,Cash,Store Pickup
21,Male,Sneakers,Footwear,Fall,Cash,Free Shipping
52,Male,T-shirt,Clothing,Fall,Credit Card,Store Pickup
43,Male,Sneakers,Footwear,Winter,Credit Card,Store Pickup
32,Male,Jeans,Clothing,Winter,Cash,Express
55,Male,Handbag,Accessories,Summer,Cash,Standard
31,Male,Socks,Clothing,Spring,Bank Transfer,Standard
45,Male,Jewelry,Accessories,Fall,Credit Card,Free Shipping
53,Male,Blouse,Clothing,Winter,PayPal,Free Shipping
24,Male,Backpack,Accessories,Spring,Venmo,2-Day Shipping
47,Male,Scarf,Accessories,Fall,Cash,Express
63,Male,Scarf,Accessories,Summer,PayPal,Store Pickup
38,Male,Shirt,Clothing,Spring,Cash,2-Day Shipping
59,Male,Pants,Clothing,Fall,Venmo,Store Pickup
54,Male,Hat,Accessories,Fall,Bank Transfer,Free Shipping
26,Male,Coat,Outerwear,Fall,Debit Card,Express
68,Male,T-shirt,Clothing,Fall,Venmo,Standard
41,Male,Socks,Clothing,Fall,Debit Card,Store Pickup
68,Male,Shirt,Clothing,Winter,Venmo,Express
21,Male,Sweater,Clothing,Spring,PayPal,Store Pickup
32,Male,Gloves,Accessories,Winter,Bank Transfer,Express
20,Male,Belt,Accessories,Spring,PayPal,Express
59,Male,Jeans,Clothing,Winter,Credit Card,2-Day Shipping
53,Male,Handbag,Accessories,Fall,PayPal,2-Day Shipping
66,Male,T-shirt,Clothing,Fall,Bank Transfer,Free Shipping
47,Male,Socks,Clothing,Fall,PayPal,2-Day Shipping
58,Male,Jeans,Clothing,Winter,Venmo,Store Pickup
28,Male,Scarf,Accessories,Summer,PayPal,Next Day Air
68,Male,Pants,Clothing,Spring,Venmo,Standard
60,Male,Blouse,Clothing,Summer,Bank Transfer,Standard
47,Male,Jacket,Outerwear,Winter,Debit Card,Express
18,Male,Sandals,Footwear,Spring,Cash,Free Shipping
32,Male,Shorts,Clothing,Summer,Cash,Express
27,Male,Shorts,Clothing,Spring,Debit Card,Express
65,Male,Skirt,Clothing,Winter,Credit Card,2-Day Shipping
68,Male,Sandals,Footwear,Fall,Cash,Standard
55,Male,Blouse,Clothing,Fall,Cash,Next Day Air
30,Male,Sandals,Footwear,Spring,Cash,Store Pickup
24,Male,Shirt,Clothing,Summer,Bank Transfer,Standard
57,Male,Socks,Clothing,Winter,Cash,Next Day Air
23,Male,T-shirt,Clothing,Fall,Cash,Store Pickup
69,Male,Dress,Clothing,Summer,Bank Transfer,Next Day Air
60,Male,Hat,Accessories,Summer,Debit Card,Next Day Air
25,Male,Gloves,Accessories,Spring,Debit Card,2-Day Shipping
18,Male,Socks,Clothing,Winter,Cash,2-Day Shipping
37,Male,Dress,Clothing,Fall,Venmo,Standard
61,Male,Socks,Clothing,Summer,Debit Card,Next Day Air
41,Male,Belt,Accessories,Fall,Venmo,Free Shipping
69,Male,Handbag,Accessories,Winter,PayPal,Next Day Air
32,Male,Skirt,Clothing,Fall,PayPal,Standard
60,Male,Hoodie,Clothing,Summer,Bank Transfer,2-Day Shipping
43,Male,Blouse,Clothing,Spring,Credit Card,2-Day Shipping
61,Male,Jeans,Clothing,Spring,Credit Card,Store Pickup
57,Male,Boots,Footwear,Spring,PayPal,Next Day Air
56,Male,Handbag,Accessories,Summer,Credit Card,Express
66,Male,Coat,Outerwear,Winter,Credit Card,Express
52,Male,Blouse,Clothing,Spring,PayPal,Free Shipping
63,Male,Handbag,Accessories,Spring,Debit Card,Express
50,Male,Sunglasses,Accessories,Summer,Venmo,Next Day Air
21,Male,Socks,Clothing,Fall,Cash,2-Day Shipping
42,Male,Shoes,Footwear,Winter,PayPal,Store Pickup
40,Male,Backpack,Accessories,Spring,Bank Transfer,Free Shipping
67,Male,Scarf,Accessories,Summer,Bank Transfer,Store Pickup
35,Male,Backpack,Accessories,Summer,Bank Transfer,Standard
18,Male,Coat,Outerwear,Fall,Cash,Next Day Air
52,Male,Hoodie,Clothing,Summer,Debit Card,Next Day Air
59,Male,Gloves,Accessories,Fall,Credit Card,Store Pickup
49,Male,Shorts,Clothing,Fall,Cash,Free Shipping
46,Male,Skirt,Clothing,Spring,Cash,Standard
69,Male,Boots,Footwear,Summer,PayPal,Store Pickup
56,Male,Shorts,Clothing,Winter,Credit Card,Store Pickup
27,Male,Handbag,Accessories,Summer,PayPal,Express
57,Male,Dress,Clothing,Spring,Debit Card,Free Shipping
58,Male,Shoes,Footwear,Fall,PayPal,Store Pickup
23,Male,Sneakers,Footwear,Spring,Cash,2-Day Shipping
